transaction_id,user_id,timestamp,amount,merchant,location,device,payment_method,hour_of_day,day_of_week,failed_attempts,txn_velocity,account_age_days,avg_user_amount,amount_deviation,is_foreign_location,is_unusual_device,is_fraud
TXN001315,U0159,2024-09-28 16:03:00,432.88,Zomato,Bangalore,Windows,Wallet,16,5,0,2,240,333.18,1.2992,0,0,0
TXN001316,U0028,2024-03-25 20:40:00,772.29,Nykaa,Kolkata,Windows,Credit Card,20,0,0,4,1948,1596.71,0.4837,0,0,0
TXN001317,U0113,2024-05-22 01:25:00,1091.3,PhonePe Store,Hyderabad,Windows,Net Banking,1,2,0,2,672,1164.71,0.937,0,0,0
TXN001318,U0283,2024-06-02 00:04:00,14271.99,BigBasket,Pune,Android,Credit Card,0,6,1,1,1532,5356.24,2.6646,0,0,0
TXN001319,U0152,2024-07-29 04:09:00,2.11,Nykaa,London,iOS,Credit Card,3,0,4,17,259,1550.68,0.0014,1,1,1
TXN001320,U0443,2024-05-07 11:04:00,110.25,Swiggy,Ahmedabad,MacOS,Net Banking,11,1,0,2,550,138.73,0.7947,0,1,0
TXN001321,U0327,2024-03-13 21:17:00,2015.6,Flipkart,Delhi,iOS,Wallet,21,2,0,1,263,3491.58,0.5773,0,0,0
TXN001322,U0001,2024-11-02 15:14:00,1847.85,Flipkart,Mumbai,Android,Wallet,15,5,0,4,1548,1802.11,1.0254,0,0,0
TXN001323,U0327,2024-06-23 08:02:00,3969.79,Flipkart,Chennai,Windows,Net Banking,8,6,0,2,263,3491.58,1.137,0,1,0
TXN001324,U0440,2024-12-20 15:48:00,1128.06,Flipkart,Pune,Windows,Wallet,15,4,2,3,1429,1037.38,1.0874,0,0,0
TXN001325,U0472,2024-12-06 15:53:00,88.93,Amazon,Hyderabad,Android,UPI,15,4,1,3,989,109.74,0.8104,0,0,0
TXN001326,U0331,2024-05-21 08:40:00,1432.23,Meesho,Surat,iOS,Debit Card,8,1,2,1,204,1083.28,1.3221,0,0,0
TXN001327,U0493,2024-12-31 15:15:00,1.37,Nykaa,USA,MacOS,Net Banking,4,1,3,8,1290,1184.85,0.0012,1,1,1
TXN001328,U0027,2024-12-28 15:35:00,456.56,MakeMyTrip,Kolkata,Android,Wallet,15,5,1,4,1402,346.89,1.3162,0,0,0
TXN001329,U0458,2024-02-25 18:53:00,17658.97,Unknown_Merchant,Dubai,Linux,Credit Card,0,6,3,18,1618,389.46,45.3422,1,1,1
TXN001330,U0111,2024-01-21 11:41:00,188.06,MakeMyTrip,Delhi,iOS,Wallet,11,6,0,4,149,160.97,1.1683,0,1,0
TXN001331,U0347,2024-11-17 23:49:00,148.41,Zomato,Chennai,MacOS,Wallet,23,6,0,3,1790,257.73,0.5758,0,1,0
TXN001332,U0177,2024-07-30 00:46:00,1273.53,Myntra,Chennai,Windows,Debit Card,0,1,0,2,1219,1110.98,1.1463,0,1,0
TXN001333,U0251,2024-01-25 10:29:00,453.72,Nykaa,Pune,Android,Credit Card,10,3,0,3,1805,310.79,1.4599,0,0,0
TXN001334,U0156,2024-06-27 05:54:00,1637.47,Myntra,Delhi,iOS,Wallet,5,3,0,2,291,536.81,3.0504,0,0,0
TXN001335,U0138,2024-06-05 03:58:00,455.62,Myntra,Hyderabad,Windows,Wallet,3,2,0,2,1703,794.68,0.5733,0,0,0
TXN001336,U0062,2024-04-13 08:54:00,744.09,Nykaa,Hyderabad,iOS,Net Banking,8,5,1,2,1591,910.82,0.8169,0,0,0
TXN001337,U0023,2024-06-14 00:07:00,2275.01,BookMyShow,Bangalore,iOS,Wallet,0,4,0,2,193,1173.24,1.9391,0,0,0
TXN001338,U0094,2024-12-22 02:12:00,745.25,Uber,Ahmedabad,Windows,Net Banking,2,6,1,2,140,790.24,0.9431,0,0,0
TXN001339,U0142,2024-09-29 11:25:00,2576.42,Meesho,Jaipur,Android,Debit Card,11,6,0,1,587,4052.72,0.6357,0,0,0
TXN001340,U0058,2024-04-25 14:52:00,1428.83,Uber,Chennai,Windows,Debit Card,14,3,0,2,1590,804.96,1.775,0,0,0
TXN001341,U0469,2024-04-22 07:56:00,376.95,Zomato,Kolkata,Windows,Credit Card,7,0,0,2,1057,645.16,0.5843,0,0,0
TXN001342,U0077,2024-11-09 15:53:00,399.3,MakeMyTrip,Pune,Windows,Credit Card,15,5,0,4,1360,1196.37,0.3338,0,0,0
TXN001343,U0279,2024-07-17 23:16:00,1382.97,Nykaa,Hyderabad,Linux,Debit Card,23,2,0,3,1769,1175.92,1.1761,0,1,0
TXN001344,U0386,2024-04-30 10:34:00,1432.2,Swiggy,Jaipur,Linux,Debit Card,10,1,1,2,1929,1274.61,1.1236,0,1,0
TXN001345,U0060,2024-10-23 04:06:00,1609.4,BookMyShow,Surat,Android,Net Banking,4,2,0,1,641,2908.94,0.5533,0,1,0
TXN001346,U0281,2024-11-05 07:46:00,1312.94,BookMyShow,Pune,iOS,Credit Card,7,1,0,1,1331,1228.46,1.0688,0,0,0
TXN001347,U0333,2024-08-12 15:37:00,1132.68,Swiggy,Pune,Linux,UPI,15,0,0,1,1250,1182.99,0.9575,0,1,0
TXN001348,U0398,2024-09-01 22:09:00,7279.31,Ola,Ahmedabad,iOS,Debit Card,22,6,0,1,529,4246.59,1.7142,0,0,0
TXN001349,U0463,2024-09-08 13:45:00,255.68,PhonePe Store,Delhi,iOS,Credit Card,13,6,0,3,1645,544.72,0.4694,0,0,0
TXN001350,U0336,2024-12-11 09:21:00,554.16,BookMyShow,Ahmedabad,Android,Net Banking,9,2,0,3,1791,946.66,0.5854,0,1,0
TXN001351,U0179,2024-11-08 01:45:00,1277.18,Nykaa,Mumbai,iOS,UPI,1,4,0,4,737,841.63,1.5175,0,0,0
TXN001352,U0392,2024-04-09 07:38:00,490.92,Meesho,Delhi,Linux,Credit Card,7,1,0,4,1753,1793.49,0.2737,0,1,0
TXN001353,U0321,2024-06-18 02:06:00,1008.53,Uber,Jaipur,Windows,Net Banking,2,1,0,4,628,1208.33,0.8346,0,0,0
TXN001354,U0093,2024-03-11 10:11:00,403.6,Ola,Kolkata,iOS,Net Banking,10,0,1,4,871,543.45,0.7427,0,0,0
TXN001355,U0057,2024-05-13 12:12:00,592.9,Uber,Hyderabad,Linux,UPI,12,0,0,1,1823,473.8,1.2514,0,1,0
TXN001356,U0227,2024-01-11 19:03:00,1354.59,Myntra,Surat,iOS,UPI,19,3,0,1,1313,1169.44,1.1583,0,0,0
TXN001357,U0319,2024-07-15 09:01:00,44334.89,Meesho,USA,Linux,UPI,23,0,2,11,1123,1516.51,29.2348,1,1,1
TXN001358,U0297,2024-09-12 05:34:00,2549.13,Meesho,Jaipur,Android,Credit Card,5,3,0,2,205,2696.2,0.9455,0,0,0
TXN001359,U0035,2024-12-27 05:32:00,5098.08,Amazon,Hyderabad,iOS,Wallet,5,4,0,1,851,2496.25,2.0423,0,0,0
TXN001360,U0466,2024-06-08 09:06:00,1280.47,BookMyShow,Mumbai,iOS,Credit Card,9,5,1,4,699,879.22,1.4564,0,0,0
TXN001361,U0360,2024-03-20 19:58:00,450.3,Uber,Ahmedabad,iOS,Wallet,19,2,0,4,194,479.51,0.9391,0,0,0
TXN001362,U0453,2024-12-08 17:04:00,703.88,Zomato,Kolkata,Windows,Net Banking,17,6,0,4,635,409.23,1.72,0,0,0
TXN001363,U0143,2024-01-31 15:51:00,100654.85,Unknown_Merchant,USA,Android,Debit Card,22,2,5,17,461,219.76,458.0217,1,1,1
TXN001364,U0124,2024-11-25 06:18:00,291.72,Zomato,Surat,Windows,Debit Card,6,0,1,4,1100,269.93,1.0807,0,0,0
TXN001365,U0322,2024-07-12 02:31:00,1504.0,BookMyShow,Delhi,Windows,Net Banking,2,4,0,3,1808,1988.54,0.7563,0,0,0
TXN001366,U0285,2024-05-27 21:44:00,10525.67,Zomato,Surat,iOS,UPI,21,0,0,2,1616,9256.06,1.1372,0,1,0
TXN001367,U0462,2024-01-25 17:01:00,587.48,Zomato,Delhi,Windows,Debit Card,17,3,2,1,228,1135.99,0.5172,0,0,0
TXN001368,U0353,2024-12-16 13:47:00,2421.25,BookMyShow,Delhi,iOS,Debit Card,13,0,0,1,1722,2585.46,0.9365,0,0,0
TXN001369,U0219,2024-02-20 14:11:00,812.05,Flipkart,Pune,Windows,Credit Card,14,1,0,1,1117,674.95,1.2031,0,0,0
TXN001370,U0264,2024-07-14 06:57:00,4.74,Unknown_Merchant,Dubai,Windows,Debit Card,1,6,2,17,1971,393.71,0.012,1,0,1
TXN001371,U0379,2024-07-09 12:02:00,12905.09,MakeMyTrip,Pune,Windows,Debit Card,12,1,1,4,1719,9796.72,1.3173,0,0,0
TXN001372,U0478,2024-12-29 20:19:00,1849.01,Ola,Ahmedabad,Windows,Debit Card,20,6,0,1,1407,1497.05,1.2351,0,1,0
TXN001373,U0111,2024-07-30 12:17:00,154.49,Nykaa,Chennai,Android,Net Banking,12,1,0,1,149,160.97,0.9597,0,0,0
TXN001374,U0155,2024-07-21 01:44:00,908.21,Ola,Delhi,Windows,Credit Card,1,6,0,1,1161,1470.08,0.6178,0,0,0
TXN001375,U0013,2024-09-07 02:11:00,908.06,Ola,Delhi,Android,Debit Card,2,5,2,4,1990,1396.83,0.6501,0,0,0
TXN001376,U0441,2024-05-26 09:54:00,2316.6,Flipkart,Bangalore,iOS,Net Banking,9,6,0,2,1899,1610.12,1.4388,0,0,0
TXN001377,U0308,2024-10-11 15:12:00,834.71,PayTM Mall,Kolkata,Linux,Net Banking,15,4,0,2,1469,606.94,1.3753,0,1,0
TXN001378,U0290,2024-07-17 05:05:00,6.59,Unknown_Merchant,Dubai,iOS,Debit Card,4,2,4,9,1279,588.34,0.0112,1,1,1
TXN001379,U0112,2024-01-22 21:59:00,1030.81,Nykaa,Surat,Linux,Credit Card,21,0,0,1,1140,1067.94,0.9652,0,1,0
TXN001380,U0382,2024-03-19 10:55:00,456.35,Myntra,Jaipur,MacOS,Net Banking,10,1,0,1,1091,602.21,0.7578,0,1,0
TXN001381,U0019,2024-03-19 09:32:00,749.98,Zomato,Pune,Android,Debit Card,9,1,0,4,1160,442.29,1.6957,0,0,0
TXN001382,U0265,2024-08-13 02:53:00,77450.71,Meesho,Singapore,Linux,Credit Card,4,1,2,15,1462,851.87,90.9185,1,1,1
TXN001383,U0210,2024-12-16 02:26:00,110123.89,Unknown_Merchant,USA,Linux,Credit Card,4,0,3,16,878,51675.11,2.1311,1,1,1
TXN001384,U0186,2024-02-23 21:14:00,1.93,Unknown_Merchant,Dubai,MacOS,UPI,4,4,4,8,913,2239.48,0.0009,1,1,1
TXN001385,U0373,2024-11-17 01:36:00,6236.35,Meesho,Kolkata,Windows,Net Banking,1,6,1,4,244,4680.42,1.3324,0,0,0
TXN001386,U0417,2024-11-11 12:28:00,2276.79,PayTM Mall,Ahmedabad,Windows,Wallet,12,0,0,4,1238,5172.71,0.4402,0,0,0
TXN001387,U0254,2024-03-19 14:34:00,1349.61,BigBasket,Kolkata,iOS,Credit Card,14,1,2,4,699,3079.32,0.4383,0,0,0
TXN001388,U0023,2024-03-23 11:47:00,1880.64,Swiggy,Bangalore,Android,UPI,11,5,0,2,193,1173.24,1.6029,0,1,0
TXN001389,U0251,2024-03-05 20:22:00,479.82,PhonePe Store,Pune,Android,Net Banking,20,1,0,4,1805,310.79,1.5439,0,0,0
TXN001390,U0067,2024-08-25 11:21:00,2354.04,Ola,Chennai,Android,Wallet,11,6,0,2,148,1020.44,2.3069,0,0,0
TXN001391,U0227,2024-10-18 06:55:00,953.01,Myntra,Hyderabad,Android,Net Banking,6,4,0,4,1313,1169.44,0.8149,0,1,0
TXN001392,U0374,2024-06-06 06:25:00,6365.91,Uber,Delhi,iOS,Net Banking,6,3,0,4,873,2861.99,2.2243,0,0,0
TXN001393,U0026,2024-04-21 10:35:00,60631.78,Unknown_Merchant,Singapore,MacOS,Net Banking,1,6,1,11,788,1225.28,49.484,1,1,1
TXN001394,U0089,2024-12-07 05:17:00,488.26,Nykaa,Surat,Windows,Credit Card,5,5,0,2,998,645.64,0.7562,0,0,0
TXN001395,U0017,2024-06-11 14:15:00,804.86,PayTM Mall,Kolkata,Windows,Debit Card,14,1,0,1,970,398.29,2.0208,0,0,0
TXN001396,U0227,2024-02-03 02:01:00,993.04,Amazon,Jaipur,Windows,Debit Card,2,5,1,3,1313,1169.44,0.8492,0,1,0
TXN001397,U0356,2024-07-01 06:47:00,311.72,Meesho,Surat,iOS,UPI,6,0,0,3,929,402.41,0.7746,0,0,0
TXN001398,U0043,2024-08-16 15:21:00,801.48,Flipkart,Hyderabad,iOS,Wallet,15,4,0,2,1868,976.87,0.8205,0,0,0
TXN001399,U0112,2024-03-01 17:58:00,1710.01,BookMyShow,Surat,Windows,Net Banking,17,4,0,3,1140,1067.94,1.6012,0,0,0
TXN001400,U0021,2024-05-07 03:42:00,6884.83,Flipkart,Jaipur,MacOS,UPI,3,1,0,4,423,4748.81,1.4498,0,1,0
TXN001401,U0112,2024-09-01 05:49:00,1569.68,Meesho,Surat,Windows,Debit Card,5,6,1,2,1140,1067.94,1.4698,0,0,0
TXN001402,U0204,2024-01-11 15:42:00,5867.24,Flipkart,Chennai,Windows,Debit Card,15,3,0,2,1389,3145.73,1.8651,0,0,0
TXN001403,U0047,2024-12-12 12:58:00,705.59,Nykaa,Hyderabad,Linux,Credit Card,12,3,2,3,343,691.84,1.0199,0,1,0
TXN001404,U0089,2024-02-12 11:38:00,498.83,MakeMyTrip,Surat,Windows,Wallet,11,0,0,2,998,645.64,0.7726,0,0,0
TXN001405,U0338,2024-05-09 06:32:00,690.89,Amazon,Surat,Windows,Net Banking,6,3,0,2,153,795.22,0.8688,0,0,0
TXN001406,U0063,2024-05-02 22:19:00,11407.54,Unknown_Merchant,Unknown_Location,MacOS,UPI,2,3,3,19,1982,362.73,31.4491,1,1,1
TXN001407,U0082,2024-06-19 17:02:00,887.86,MakeMyTrip,Jaipur,Linux,UPI,17,2,0,1,1235,1567.3,0.5665,0,1,0
TXN001408,U0477,2024-04-12 15:24:00,3725.77,BigBasket,Chennai,Windows,Net Banking,15,4,0,4,283,1951.9,1.9088,0,0,0
TXN001409,U0263,2024-06-24 04:22:00,21.04,PayTM Mall,Hyderabad,Android,Debit Card,4,0,0,4,999,42.89,0.4906,0,0,0
TXN001410,U0431,2024-02-13 21:58:00,455.14,Flipkart,Mumbai,iOS,UPI,21,1,0,1,231,335.88,1.3551,0,0,0
TXN001411,U0265,2024-03-31 11:04:00,652.98,Nykaa,Bangalore,Android,UPI,11,6,1,1,1462,851.87,0.7665,0,1,0
TXN001412,U0201,2024-06-23 19:04:00,2006.72,Meesho,Ahmedabad,Windows,Net Banking,19,6,0,3,467,1568.36,1.2795,0,0,0
TXN001413,U0057,2024-02-24 19:07:00,437.51,Ola,Hyderabad,Windows,UPI,19,5,0,1,1823,473.8,0.9234,0,0,0
TXN001414,U0362,2024-12-17 07:13:00,4.0,Unknown_Merchant,Dubai,Android,Wallet,2,1,2,20,690,5078.34,0.0008,1,1,1
TXN001415,U0117,2024-12-28 15:38:00,1549.72,Ola,Hyderabad,Android,Wallet,15,5,1,1,1773,1059.22,1.4631,0,0,0
TXN001416,U0245,2024-09-16 00:05:00,288.64,Swiggy,Hyderabad,iOS,Wallet,0,0,0,2,718,330.2,0.8741,0,0,0
TXN001417,U0228,2024-12-25 02:12:00,148.01,Zomato,Bangalore,iOS,Credit Card,2,2,0,3,930,373.25,0.3965,0,0,0
TXN001418,U0489,2024-09-16 20:18:00,9855.3,Myntra,Bangalore,Windows,Credit Card,20,0,0,3,307,5926.22,1.663,0,0,0
TXN001419,U0054,2024-03-23 02:03:00,1406.55,Ola,Jaipur,iOS,UPI,2,5,0,4,1604,2021.66,0.6957,0,0,0
TXN001420,U0484,2024-08-16 00:47:00,105661.09,Meesho,Dubai,Windows,Wallet,22,4,1,13,1717,1344.08,78.6122,1,0,1
TXN001421,U0448,2024-06-12 14:22:00,295.51,PayTM Mall,Mumbai,Windows,Debit Card,14,2,0,3,642,428.43,0.6898,0,0,0
TXN001422,U0322,2024-04-07 07:37:00,1464.62,PhonePe Store,Delhi,Windows,Net Banking,7,6,1,3,1808,1988.54,0.7365,0,0,0
TXN001423,U0061,2024-07-25 14:55:00,1170.1,Swiggy,Pune,Windows,Net Banking,14,3,0,1,437,679.14,1.7229,0,0,0
TXN001424,U0250,2024-06-11 12:55:00,1835.14,Amazon,Hyderabad,Android,Net Banking,12,1,0,2,1346,1644.15,1.1162,0,0,0
TXN001425,U0347,2024-04-04 06:06:00,138.69,BigBasket,Chennai,Windows,Debit Card,6,3,0,4,1790,257.73,0.5381,0,0,0
TXN001426,U0235,2024-06-04 17:17:00,7865.97,Ola,Pune,iOS,Net Banking,17,1,0,2,1141,9357.6,0.8406,0,0,0
TXN001427,U0193,2024-12-06 01:22:00,2973.42,Myntra,Jaipur,iOS,Net Banking,1,4,0,2,1391,1358.44,2.1888,0,0,0
TXN001428,U0473,2024-09-10 06:26:00,307.56,Uber,Mumbai,Linux,Credit Card,6,1,0,3,1574,241.0,1.2762,0,1,0
TXN001429,U0011,2024-08-07 19:07:00,392.73,Myntra,Hyderabad,Android,Debit Card,19,2,0,2,1459,689.92,0.5692,0,0,0
TXN001430,U0161,2024-08-30 02:01:00,1060.69,Zomato,Pune,Windows,Debit Card,2,4,0,3,1564,413.77,2.5635,0,0,0
TXN001431,U0373,2024-08-31 08:35:00,27463.65,Ola,Kolkata,Android,Credit Card,8,5,1,3,244,4680.42,5.8678,0,1,0
TXN001432,U0206,2024-10-20 07:45:00,496.27,Meesho,Bangalore,Windows,Credit Card,7,6,0,4,665,429.31,1.156,0,0,0
TXN001433,U0254,2024-06-09 16:56:00,710.54,MakeMyTrip,Bangalore,iOS,Debit Card,16,6,0,4,699,3079.32,0.2307,0,0,0
TXN001434,U0347,2024-05-16 02:28:00,236.26,Nykaa,Chennai,Windows,Debit Card,2,3,0,3,1790,257.73,0.9167,0,0,0
TXN001435,U0406,2024-01-31 15:15:00,1344.64,Myntra,Chennai,Windows,Wallet,15,2,0,2,1217,2044.38,0.6577,0,0,0
TXN001436,U0322,2024-06-12 15:20:00,3308.88,Meesho,Delhi,Windows,Credit Card,15,2,2,1,1808,1988.54,1.664,0,0,0
TXN001437,U0062,2024-02-01 23:56:00,571.65,BigBasket,Delhi,Android,Credit Card,23,3,0,4,1591,910.82,0.6276,0,1,0
TXN001438,U0222,2024-01-06 09:16:00,175.33,Amazon,Jaipur,iOS,Net Banking,9,5,0,4,1731,169.48,1.0345,0,0,0
TXN001439,U0004,2024-03-16 14:40:00,5246.02,PayTM Mall,Jaipur,Android,Debit Card,14,5,0,3,1239,5029.27,1.0431,0,0,0
TXN001440,U0341,2024-04-11 22:38:00,312.29,Swiggy,Chennai,Windows,Debit Card,22,3,2,1,196,481.92,0.648,0,0,0
TXN001441,U0167,2024-06-16 17:30:00,4.56,Meesho,Unknown_Location,iOS,Net Banking,23,6,5,5,1816,2495.04,0.0018,1,0,1
TXN001442,U0132,2024-11-26 10:25:00,1683.92,Nykaa,Jaipur,iOS,UPI,10,1,0,3,301,1174.46,1.4338,0,0,0
TXN001443,U0280,2024-10-18 01:56:00,567.59,Ola,Pune,iOS,Credit Card,1,4,0,1,246,745.97,0.7609,0,0,0
TXN001444,U0085,2024-02-22 16:10:00,438.08,Nykaa,Jaipur,iOS,Debit Card,16,3,2,3,175,488.58,0.8966,0,0,0
TXN001445,U0154,2024-06-24 02:31:00,3056.77,PhonePe Store,Delhi,Windows,Net Banking,2,0,0,1,103,1383.34,2.2097,0,0,0
TXN001446,U0174,2024-08-17 05:07:00,3022.38,Zomato,Delhi,Windows,Credit Card,5,5,0,1,1421,1542.49,1.9594,0,1,0
TXN001447,U0213,2024-12-23 07:30:00,87128.89,Nykaa,Dubai,Android,Credit Card,23,0,2,9,1373,2846.94,30.6044,1,0,1
TXN001448,U0229,2024-06-14 12:48:00,1027.89,BookMyShow,Mumbai,Windows,Debit Card,12,4,0,4,615,536.3,1.9166,0,0,0
TXN001449,U0076,2024-01-21 06:37:00,2535.78,PayTM Mall,Bangalore,Windows,UPI,6,6,0,1,668,2494.65,1.0165,0,0,0
TXN001450,U0273,2024-07-07 16:57:00,4270.19,Swiggy,Chennai,Android,Wallet,16,6,0,3,1457,3509.27,1.2168,0,0,0
TXN001451,U0089,2024-07-10 16:24:00,537.68,MakeMyTrip,Surat,Windows,Debit Card,16,2,0,3,998,645.64,0.8328,0,0,0
TXN001452,U0477,2024-07-20 03:41:00,2914.02,MakeMyTrip,Chennai,Windows,Wallet,3,5,0,2,283,1951.9,1.4929,0,0,0
TXN001453,U0422,2024-01-22 12:51:00,10828.05,Zomato,Delhi,MacOS,Credit Card,12,0,0,3,991,6344.48,1.7067,0,1,0
TXN001454,U0069,2024-12-11 06:56:00,1181.32,PayTM Mall,Mumbai,Android,UPI,6,2,0,2,1528,1574.41,0.7503,0,0,0
TXN001455,U0196,2024-05-09 06:32:00,891.6,Meesho,Chennai,iOS,Credit Card,6,3,1,2,1152,1612.14,0.5531,0,0,0
TXN001456,U0347,2024-07-17 23:20:00,284.49,Nykaa,Chennai,Windows,Credit Card,23,2,1,4,1790,257.73,1.1038,0,0,0
TXN001457,U0418,2024-05-26 21:54:00,1599.41,Flipkart,Ahmedabad,Android,UPI,21,6,1,1,1820,1231.11,1.2992,0,0,0
TXN001458,U0310,2024-05-20 00:19:00,984.26,Swiggy,Chennai,Android,UPI,0,0,0,2,277,895.88,1.0987,0,0,0
TXN001459,U0223,2024-08-04 23:56:00,1047.49,Uber,Jaipur,iOS,UPI,23,6,0,1,1867,2178.21,0.4809,0,0,0
TXN001460,U0191,2024-06-03 04:16:00,422.51,Nykaa,Pune,MacOS,Credit Card,4,0,0,1,854,701.69,0.6021,0,1,0
TXN001461,U0166,2024-08-31 05:00:00,2031.95,PayTM Mall,Bangalore,iOS,Wallet,5,5,0,3,356,1657.03,1.2263,0,0,0
TXN001462,U0062,2024-12-25 18:30:00,1785.55,Zomato,Delhi,iOS,UPI,18,2,0,4,1591,910.82,1.9604,0,0,0
TXN001463,U0086,2024-09-11 13:53:00,133358.79,Nykaa,London,MacOS,Wallet,0,2,1,7,600,663.97,200.8506,1,1,1
TXN001464,U0030,2024-05-23 22:18:00,1215.23,BigBasket,Hyderabad,Windows,UPI,22,3,0,2,1523,819.18,1.4835,0,0,0
TXN001465,U0289,2024-08-17 00:41:00,1721.24,Meesho,Ahmedabad,Android,Net Banking,0,5,0,4,1566,1452.43,1.1851,0,0,0
TXN001466,U0020,2024-01-25 09:23:00,596.36,Meesho,Chennai,Windows,Net Banking,9,3,0,3,1296,267.12,2.2326,0,0,0
TXN001467,U0278,2024-07-09 23:35:00,231.54,Uber,Mumbai,Windows,Debit Card,23,1,0,4,1356,601.71,0.3848,0,0,0
TXN001468,U0140,2024-06-26 09:09:00,98.72,PayTM Mall,Bangalore,Android,Wallet,9,2,0,4,571,320.26,0.3082,0,0,0
TXN001469,U0188,2024-05-09 04:21:00,939.29,PayTM Mall,Ahmedabad,Windows,Wallet,4,3,1,2,672,1019.61,0.9212,0,0,0
TXN001470,U0028,2024-06-24 16:58:00,2317.75,MakeMyTrip,Kolkata,Windows,Debit Card,16,0,0,2,1948,1596.71,1.4516,0,0,0
TXN001471,U0357,2024-10-20 04:52:00,522.86,PhonePe Store,Bangalore,iOS,UPI,4,6,0,1,1440,1076.52,0.4857,0,0,0
TXN001472,U0476,2024-10-05 01:33:00,770.82,BookMyShow,Mumbai,iOS,Credit Card,1,5,0,3,58,854.88,0.9017,0,0,0
TXN001473,U0212,2024-06-15 23:53:00,2834.32,PhonePe Store,Bangalore,iOS,Wallet,23,5,0,4,848,3413.75,0.8303,0,0,0
TXN001474,U0163,2024-06-28 23:26:00,3206.24,Zomato,Delhi,Linux,Net Banking,23,4,0,2,1835,3493.28,0.9178,0,1,0
TXN001475,U0320,2024-09-15 03:31:00,989.24,BigBasket,Delhi,iOS,Credit Card,3,6,0,3,123,962.81,1.0275,0,0,0
TXN001476,U0419,2024-10-04 20:06:00,6649.4,Amazon,Jaipur,Android,UPI,20,4,0,2,1107,3566.35,1.8645,0,0,0
TXN001477,U0203,2024-12-14 02:04:00,3516.38,PhonePe Store,Delhi,MacOS,Debit Card,2,5,0,1,203,3239.1,1.0856,0,1,0
TXN001478,U0431,2024-06-02 10:24:00,847.65,MakeMyTrip,Mumbai,iOS,Wallet,10,6,1,1,231,335.88,2.5237,0,0,0
TXN001479,U0160,2024-01-17 15:20:00,1659.4,PayTM Mall,Kolkata,Windows,Net Banking,15,2,0,1,1840,2114.46,0.7848,0,0,0
TXN001480,U0082,2024-10-27 19:56:00,902.8,PayTM Mall,Jaipur,Linux,UPI,19,6,0,4,1235,1567.3,0.576,0,1,0
TXN001481,U0214,2024-02-14 15:16:00,3556.61,Ola,Hyderabad,Android,UPI,15,2,0,3,1624,2103.57,1.6907,0,0,0
TXN001482,U0209,2024-08-28 01:20:00,1705.25,Meesho,Ahmedabad,Android,Net Banking,1,2,0,4,1770,1835.46,0.9291,0,1,0
TXN001483,U0279,2024-12-16 04:37:00,968.41,BookMyShow,Kolkata,Android,Net Banking,4,0,0,2,1769,1175.92,0.8235,0,0,0
TXN001484,U0157,2024-12-22 18:24:00,11687.22,Ola,Bangalore,iOS,UPI,18,6,0,1,776,7085.28,1.6495,0,0,0
TXN001485,U0339,2024-09-08 05:57:00,3801.43,Amazon,Surat,iOS,Debit Card,5,6,0,4,233,1657.28,2.2938,0,1,0
TXN001486,U0049,2024-03-20 02:12:00,2156.34,PhonePe Store,Surat,Android,Credit Card,2,2,0,1,818,1546.3,1.3945,0,0,0
TXN001487,U0312,2024-04-24 10:55:00,5673.87,Zomato,Jaipur,iOS,Net Banking,10,2,0,1,409,3290.44,1.7243,0,1,0
TXN001488,U0464,2024-03-12 04:47:00,1935.58,Amazon,Surat,Android,Net Banking,4,1,0,4,1216,1358.29,1.425,0,0,0
TXN001489,U0445,2024-09-25 22:23:00,116681.19,Unknown_Merchant,USA,Android,UPI,3,2,3,18,1875,297.53,392.1661,1,1,1
TXN001490,U0136,2024-08-04 02:04:00,2493.47,Uber,Jaipur,Windows,Debit Card,2,6,0,2,649,5166.42,0.4826,0,0,0
TXN001491,U0189,2024-03-11 03:01:00,314.64,Uber,Mumbai,Windows,Credit Card,3,0,0,3,1873,470.22,0.6691,0,0,0
TXN001492,U0064,2024-09-01 02:50:00,297.07,Flipkart,Jaipur,Android,Wallet,2,6,0,2,1256,331.55,0.896,0,0,0
TXN001493,U0167,2024-03-09 23:44:00,4445.66,BookMyShow,Mumbai,iOS,UPI,23,5,0,3,1816,2495.04,1.7818,0,0,0
TXN001494,U0124,2024-01-05 09:56:00,368.84,Zomato,Bangalore,Windows,Net Banking,9,4,0,2,1100,269.93,1.3664,0,0,0
TXN001495,U0261,2024-09-01 15:13:00,1027.62,Uber,Hyderabad,Android,Wallet,15,6,1,1,438,434.01,2.3677,0,0,0
TXN001496,U0035,2024-03-06 16:09:00,1725.37,BookMyShow,Kolkata,iOS,UPI,16,2,0,2,851,2496.25,0.6912,0,0,0
TXN001497,U0396,2024-07-30 20:23:00,498.39,PhonePe Store,Ahmedabad,iOS,UPI,20,1,0,1,1474,685.96,0.7266,0,1,0
TXN001498,U0054,2024-07-21 00:12:00,992.86,PhonePe Store,Jaipur,MacOS,Net Banking,0,6,0,2,1604,2021.66,0.4911,0,1,0
TXN001499,U0497,2024-03-06 15:39:00,285.59,PhonePe Store,Jaipur,Android,Credit Card,15,2,0,3,1434,388.68,0.7348,0,0,0
TXN001500,U0051,2024-02-08 13:38:00,3200.24,Flipkart,Jaipur,iOS,Credit Card,13,3,0,1,1163,1516.38,2.1104,0,0,0
